paper_id,source,url/doi,retrieved_date,license_note
pmc_PMC10051409,pmc,10.3390/vaccines11030587,2026-05-06,CC BY
pmc_PMC10051410,pmc,10.3390/vaccines11030613,2026-05-06,CC BY
pmc_PMC10051448,pmc,10.3390/s23062926,2026-05-06,CC BY
pmc_PMC10051467,pmc,10.3390/s23063117,2026-05-06,CC BY
pmc_PMC10051473,pmc,10.3390/vaccines11030650,2026-05-06,CC BY
pmc_PMC10051529,pmc,10.3390/s23062938,2026-05-06,CC BY
pmc_PMC10051559,pmc,10.3390/s23063347,2026-05-06,CC BY
pmc_PMC10051571,pmc,10.3390/vaccines11030602,2026-05-06,CC BY
pmc_PMC10051613,pmc,10.3390/s23062906,2026-05-06,CC BY
pmc_PMC10051663,pmc,10.3390/vaccines11030698,2026-05-06,CC BY
pmc_PMC10051789,pmc,10.3390/v15030656,2026-05-06,CC BY
pmc_PMC10051813,pmc,10.3390/s23062960,2026-05-06,CC BY
pmc_PMC10051888,pmc,10.3390/s23063337,2026-05-06,CC BY
pmc_PMC10051904,pmc,10.3390/s23063264,2026-05-06,CC BY
pmc_PMC10051907,pmc,10.3390/s23063284,2026-05-06,CC BY
pmc_PMC10051914,pmc,10.3390/vaccines11030567,2026-05-06,CC BY
pmc_PMC10051918,pmc,10.3390/vaccines11030644,2026-05-06,CC BY
pmc_PMC10052024,pmc,10.3390/s23063211,2026-05-06,CC BY
pmc_PMC10052058,pmc,10.3390/s23063363,2026-05-06,CC BY
pmc_PMC10052059,pmc,10.3390/v15030796,2026-05-06,CC BY
pmc_PMC10052071,pmc,10.3390/s23063172,2026-05-06,CC BY
pmc_PMC10052089,pmc,10.3390/v15030632,2026-05-06,CC BY
pmc_PMC10052125,pmc,10.3390/vaccines11030684,2026-05-06,CC BY
pmc_PMC10052160,pmc,10.3390/v15030760,2026-05-06,CC BY
pmc_PMC10052167,pmc,10.3390/s23063122,2026-05-06,CC BY
pmc_PMC10052172,pmc,10.3390/s23063142,2026-05-06,CC BY
pmc_PMC10052192,pmc,10.3390/s23063349,2026-05-06,CC BY
pmc_PMC10052203,pmc,10.3390/v15030670,2026-05-06,CC BY
pmc_PMC10052227,pmc,10.1186/s12913-023-09249-2,2026-05-06,CC BY
pmc_PMC10052251,pmc,10.1186/s13690-023-01060-z,2026-05-06,CC BY
pmc_PMC10052270,pmc,10.1186/s12879-023-08128-9,2026-05-06,CC BY
pmc_PMC10052326,pmc,10.3390/s23063190,2026-05-06,CC BY
pmc_PMC10052581,pmc,10.3390/s23063074,2026-05-06,CC BY
pmc_PMC10052641,pmc,10.3390/v15030591,2026-05-06,CC BY
pmc_PMC10052725,pmc,10.3390/s23063135,2026-05-06,CC BY
pmc_PMC10052740,pmc,10.3390/v15030613,2026-05-06,CC BY
pmc_PMC10052758,pmc,10.3390/s23062900,2026-05-06,CC BY
pmc_PMC10052765,pmc,10.3390/s23063168,2026-05-06,CC BY
pmc_PMC10052798,pmc,10.1186/s12904-023-01149-w,2026-05-06,CC BY
pmc_PMC10052833,pmc,10.1186/s12885-023-10752-2,2026-05-06,CC BY
pmc_PMC10052844,pmc,10.3390/s23062992,2026-05-06,CC BY
pmc_PMC10052860,pmc,10.1186/s12883-023-03166-x,2026-05-06,CC BY
pmc_PMC10052886,pmc,10.3390/vaccines11030509,2026-05-06,CC BY
pmc_PMC10052942,pmc,10.3390/s23062994,2026-05-06,CC BY
pmc_PMC10052952,pmc,10.3390/s23063017,2026-05-06,CC BY
pmc_PMC10052958,pmc,10.3390/vaccines11030574,2026-05-06,CC BY
pmc_PMC10053020,pmc,10.3390/s23062912,2026-05-06,CC BY
pmc_PMC10053049,pmc,10.3390/s23062921,2026-05-06,CC BY
pmc_PMC10053087,pmc,10.1186/s12880-023-01002-9,2026-05-06,CC BY
pmc_PMC10053090,pmc,10.1186/s12879-023-08156-5,2026-05-06,CC BY
pmc_PMC10053108,pmc,10.1186/s13104-023-06310-5,2026-05-06,CC BY
pmc_PMC10053111,pmc,10.1186/s12889-023-15491-4,2026-05-06,CC BY
pmc_PMC10053131,pmc,10.1186/s12883-023-03180-z,2026-05-06,CC BY
pmc_PMC10053334,pmc,10.3390/v15030681,2026-05-06,CC BY
pmc_PMC10053382,pmc,10.3390/s23063281,2026-05-06,CC BY
pmc_PMC10053452,pmc,10.3390/s23063197,2026-05-06,CC BY
pmc_PMC10053468,pmc,10.3390/s23063056,2026-05-06,CC BY
pmc_PMC10053470,pmc,10.1186/s12871-023-02049-5,2026-05-06,CC BY
pmc_PMC10053490,pmc,10.3390/s23063302,2026-05-06,CC BY
pmc_PMC10053495,pmc,10.3390/s23063099,2026-05-06,CC BY
pmc_PMC10053520,pmc,10.3390/s23063322,2026-05-06,CC BY
pmc_PMC10053528,pmc,10.1186/s12889-023-15365-9,2026-05-06,CC BY
pmc_PMC10053568,pmc,10.3390/s23062983,2026-05-06,CC BY
pmc_PMC10053574,pmc,10.3390/s23063115,2026-05-06,CC BY
pmc_PMC10053576,pmc,10.3390/s23063236,2026-05-06,CC BY
pmc_PMC10053602,pmc,10.3390/s23063090,2026-05-06,CC BY
pmc_PMC10053613,pmc,10.3390/s23063171,2026-05-06,CC BY
pmc_PMC10053677,pmc,10.1186/s12884-023-05531-7,2026-05-06,CC BY
pmc_PMC10053719,pmc,10.1186/s12905-023-02305-3,2026-05-06,CC BY
pmc_PMC10053730,pmc,10.3390/v15030659,2026-05-06,CC BY
pmc_PMC10053738,pmc,10.1002/pro.4619,2026-05-06,CC BY-NC-ND
pmc_PMC10053753,pmc,10.1186/s12913-023-09332-8,2026-05-06,CC BY
pmc_PMC10053942,pmc,10.1186/s12891-023-06332-x,2026-05-06,CC BY
pmc_PMC10053953,pmc,10.1186/s13048-023-01137-x,2026-05-06,CC BY
pmc_PMC10054009,pmc,10.3390/s23063036,2026-05-06,CC BY
pmc_PMC10054103,pmc,10.3390/s23063050,2026-05-06,CC BY
pmc_PMC10054114,pmc,10.3390/s23063358,2026-05-06,CC BY
pmc_PMC10054144,pmc,10.3390/s23063327,2026-05-06,CC BY
pmc_PMC10054176,pmc,10.3390/v15030594,2026-05-06,CC BY
pmc_PMC10054247,pmc,10.3390/s23062970,2026-05-06,CC BY
pmc_PMC10054322,pmc,10.3390/s23063031,2026-05-06,CC BY
pmc_PMC10054367,pmc,10.3390/vaccines11030590,2026-05-06,CC BY
pmc_PMC10054373,pmc,10.3390/v15030704,2026-05-06,CC BY
pmc_PMC10054378,pmc,10.3390/s23063160,2026-05-06,CC BY
pmc_PMC10054389,pmc,10.3390/s23063101,2026-05-06,CC BY
pmc_PMC10054406,pmc,10.3390/s23063134,2026-05-06,CC BY
pmc_PMC10054461,pmc,10.3390/s23062889,2026-05-06,CC BY
pmc_PMC10054467,pmc,10.3390/s23063245,2026-05-06,CC BY
pmc_PMC10054495,pmc,10.3390/s23062982,2026-05-06,CC BY
pmc_PMC10054537,pmc,10.3390/s23063040,2026-05-06,CC BY
pmc_PMC10054541,pmc,10.3390/v15030767,2026-05-06,CC BY
pmc_PMC10054548,pmc,10.3390/s23063224,2026-05-06,CC BY
pmc_PMC10054550,pmc,10.3390/s23063186,2026-05-06,CC BY
pmc_PMC10054575,pmc,10.3390/vaccines11030521,2026-05-06,CC BY
pmc_PMC10054683,pmc,10.3390/vaccines11030597,2026-05-06,CC BY
pmc_PMC10054704,pmc,10.3390/s23063185,2026-05-06,CC BY
pmc_PMC10054719,pmc,10.3390/s23063294,2026-05-06,CC BY
pmc_PMC10054878,pmc,10.3390/s23063061,2026-05-06,CC BY
pmc_PMC10055238,pmc,10.3390/vaccines11030618,2026-05-06,CC BY
pmc_PMC10055476,pmc,10.3390/vaccines11030631,2026-05-06,CC BY
pmc_PMC10055699,pmc,10.3390/s23062981,2026-05-06,CC BY
pmc_PMC10055703,pmc,10.3390/s23063137,2026-05-06,CC BY
pmc_PMC10055716,pmc,10.3390/vaccines11030649,2026-05-06,CC BY
pmc_PMC10055803,pmc,10.3390/vaccines11030604,2026-05-06,CC BY
pmc_PMC10055820,pmc,10.3390/s23063114,2026-05-06,CC BY
pmc_PMC10055840,pmc,10.3390/s23063254,2026-05-06,CC BY
pmc_PMC10055862,pmc,10.3390/vaccines11030665,2026-05-06,CC BY
pmc_PMC10055883,pmc,10.3390/v15030642,2026-05-06,CC BY
pmc_PMC10055953,pmc,10.3390/s23063151,2026-05-06,CC BY
pmc_PMC10056087,pmc,10.3390/s23063178,2026-05-06,CC BY
pmc_PMC10056127,pmc,10.3390/s23063288,2026-05-06,CC BY
pmc_PMC10056134,pmc,10.3390/s23062894,2026-05-06,CC BY
pmc_PMC10056222,pmc,10.3390/vaccines11030634,2026-05-06,CC BY
pmc_PMC10056223,pmc,10.3390/s23063131,2026-05-06,CC BY
pmc_PMC10056294,pmc,10.3390/s23063270,2026-05-06,CC BY
pmc_PMC10056365,pmc,10.3390/s23063059,2026-05-06,CC BY
pmc_PMC10056412,pmc,10.3390/s23062880,2026-05-06,CC BY
pmc_PMC10056429,pmc,10.3390/s23063320,2026-05-06,CC BY
pmc_PMC10056478,pmc,10.3390/v15030633,2026-05-06,CC BY
pmc_PMC10056561,pmc,10.3390/vaccines11030706,2026-05-06,CC BY
pmc_PMC10056568,pmc,10.3390/vaccines11030627,2026-05-06,CC BY
pmc_PMC10056631,pmc,10.3390/v15030683,2026-05-06,CC BY
pmc_PMC10056685,pmc,10.3390/s23062878,2026-05-06,CC BY
pmc_PMC10056700,pmc,10.3390/s23063179,2026-05-06,CC BY
pmc_PMC10056751,pmc,10.3390/s23062911,2026-05-06,CC BY
pmc_PMC10056768,pmc,10.3390/s23063242,2026-05-06,CC BY
pmc_PMC10056777,pmc,10.3390/v15030808,2026-05-06,CC BY
pmc_PMC10056802,pmc,10.3390/s23063147,2026-05-06,CC BY
pmc_PMC10056851,pmc,10.3390/s23063048,2026-05-06,CC BY
pmc_PMC10056860,pmc,10.3390/vaccines11030694,2026-05-06,CC BY
pmc_PMC10056868,pmc,10.3390/s23063104,2026-05-06,CC BY
pmc_PMC10056879,pmc,10.3390/vaccines11030583,2026-05-06,CC BY
pmc_PMC10056915,pmc,10.3390/s23063273,2026-05-06,CC BY
pmc_PMC10056920,pmc,10.3390/s23063345,2026-05-06,CC BY
pmc_PMC10056928,pmc,10.3390/vaccines11030663,2026-05-06,CC BY
pmc_PMC10056950,pmc,10.3390/vaccines11030515,2026-05-06,CC BY
pmc_PMC10057011,pmc,10.3390/s23063165,2026-05-06,CC BY
pmc_PMC10057026,pmc,10.3390/vaccines11030704,2026-05-06,CC BY
pmc_PMC10057053,pmc,10.3390/s23063063,2026-05-06,CC BY
pmc_PMC10057144,pmc,10.3390/s23062949,2026-05-06,CC BY
pmc_PMC10057152,pmc,10.3390/vaccines11030622,2026-05-06,CC BY
pmc_PMC10057154,pmc,10.3390/s23063052,2026-05-06,CC BY
pmc_PMC10057337,pmc,10.3390/vaccines11030554,2026-05-06,CC BY
pmc_PMC10057405,pmc,10.3390/v15030775,2026-05-06,CC BY
pmc_PMC10057435,pmc,10.3390/s23063222,2026-05-06,CC BY
pmc_PMC10057460,pmc,10.3390/v15030793,2026-05-06,CC BY
pmc_PMC10057463,pmc,10.3390/v15030684,2026-05-06,CC BY
pmc_PMC10057465,pmc,10.3390/v15030706,2026-05-06,CC BY
pmc_PMC10057482,pmc,10.3390/vaccines11030503,2026-05-06,CC BY
pmc_PMC10057499,pmc,10.3390/s23063012,2026-05-06,CC BY
pmc_PMC10057511,pmc,10.3390/v15030652,2026-05-06,CC BY
pmc_PMC10057518,pmc,10.3390/s23062881,2026-05-06,CC BY
pmc_PMC10057550,pmc,10.3390/s23063089,2026-05-06,CC BY
pmc_PMC10057553,pmc,10.3390/vaccines11030493,2026-05-06,CC BY
pmc_PMC10057606,pmc,10.3390/s23063158,2026-05-06,CC BY
pmc_PMC10057607,pmc,10.3390/s23062922,2026-05-06,CC BY
pmc_PMC10057609,pmc,10.3390/v15030618,2026-05-06,CC BY
pmc_PMC10057623,pmc,10.3390/s23063146,2026-05-06,CC BY
pmc_PMC10057766,pmc,10.3390/s23063259,2026-05-06,CC BY
pmc_PMC10057771,pmc,10.3390/vaccines11030680,2026-05-06,CC BY
pmc_PMC10057898,pmc,10.3390/v15030673,2026-05-06,CC BY
pmc_PMC10058079,pmc,10.1371/journal.pgph.0001252,2026-05-06,CC0
pmc_PMC10058093,pmc,10.1371/journal.pone.0282301,2026-05-06,CC BY
pmc_PMC10058095,pmc,10.3390/s23063138,2026-05-06,CC BY
pmc_PMC10058099,pmc,10.3390/v15030691,2026-05-06,CC BY
pmc_PMC10058100,pmc,10.3390/s23063355,2026-05-06,CC BY
pmc_PMC10058116,pmc,10.1371/journal.pgph.0000887,2026-05-06,CC BY
pmc_PMC10058118,pmc,10.1371/journal.pone.0282319,2026-05-06,CC BY
pmc_PMC10058140,pmc,10.3390/vaccines11030669,2026-05-06,CC BY
pmc_PMC10058148,pmc,10.1371/journal.pone.0283503,2026-05-06,CC BY
pmc_PMC10058150,pmc,10.1371/journal.pone.0282224,2026-05-06,CC BY
pmc_PMC10058168,pmc,10.1371/journal.pgph.0001513,2026-05-06,CC BY
pmc_PMC10058224,pmc,10.3390/s23062996,2026-05-06,CC BY
pmc_PMC10058231,pmc,10.1126/sciadv.adf0005,2026-05-06,CC BY-NC
pmc_PMC10058236,pmc,10.1126/sciadv.adg4923,2026-05-06,CC BY-NC
pmc_PMC10058241,pmc,10.1126/sciadv.ade5321,2026-05-06,CC BY
pmc_PMC10058244,pmc,10.1126/sciadv.adf5182,2026-05-06,CC BY-NC
pmc_PMC10058249,pmc,10.1126/sciadv.add9275,2026-05-06,CC BY
pmc_PMC10058335,pmc,10.3390/vaccines11030659,2026-05-06,CC BY
pmc_PMC10058478,pmc,10.3390/s23063249,2026-05-06,CC BY
pmc_PMC10058488,pmc,10.3390/s23063181,2026-05-06,CC BY
pmc_PMC10058533,pmc,10.3390/s23062925,2026-05-06,CC BY
pmc_PMC10058540,pmc,10.3390/vaccines11030673,2026-05-06,CC BY
pmc_PMC10058630,pmc,10.3390/s23063169,2026-05-06,CC BY
pmc_PMC10058653,pmc,10.3390/s23063100,2026-05-06,CC BY
pmc_PMC10058667,pmc,10.3390/s23063296,2026-05-06,CC BY
pmc_PMC10058694,pmc,10.3390/s23063107,2026-05-06,CC BY
pmc_PMC10058752,pmc,10.3390/s23063323,2026-05-06,CC BY
pmc_PMC10058758,pmc,10.3390/s23063065,2026-05-06,CC BY
pmc_PMC10058837,pmc,10.3390/s23063332,2026-05-06,CC BY
pmc_PMC10058844,pmc,10.3390/s23063237,2026-05-06,CC BY
pmc_PMC10058950,pmc,10.3390/vaccines11030565,2026-05-06,CC BY
pmc_PMC10058951,pmc,10.3390/s23062930,2026-05-06,CC BY
pmc_PMC10058981,pmc,10.3390/s23063208,2026-05-06,CC BY
pmc_PMC10059010,pmc,10.3390/s23063072,2026-05-06,CC BY
pmc_PMC10059023,pmc,10.3390/s23063018,2026-05-06,CC BY
pmc_PMC10059134,pmc,10.3390/vaccines11030699,2026-05-06,CC BY
pmc_PMC10059210,pmc,10.3390/vaccines11030594,2026-05-06,CC BY
pmc_PMC10059214,pmc,10.3390/s23062954,2026-05-06,CC BY
pmc_PMC10059272,pmc,10.3390/s23063304,2026-05-06,CC BY
pmc_PMC10059278,pmc,10.3390/s23063257,2026-05-06,CC BY
pmc_PMC10059283,pmc,10.3390/s23062914,2026-05-06,CC BY
pmc_PMC10059577,pmc,10.3390/s23063180,2026-05-06,CC BY
pmc_PMC10059689,pmc,10.3390/s23063046,2026-05-06,CC BY
pmc_PMC10059706,pmc,10.3390/s23062896,2026-05-06,CC BY
pmc_PMC10059733,pmc,10.3390/s23063175,2026-05-06,CC BY
pmc_PMC10059743,pmc,10.3390/s23063326,2026-05-06,CC BY
pmc_PMC10059746,pmc,10.3390/vaccines11030538,2026-05-06,CC BY
pmc_PMC10059784,pmc,10.3390/s23063189,2026-05-06,CC BY
pmc_PMC10059788,pmc,10.3390/s23063095,2026-05-06,CC BY
pmc_PMC10059793,pmc,10.3390/s23063127,2026-05-06,CC BY
pmc_PMC10059799,pmc,10.3390/v15030781,2026-05-06,CC BY
pmc_PMC10059800,pmc,10.3390/s23063124,2026-05-06,CC BY
pmc_PMC10059801,pmc,10.3390/v15030627,2026-05-06,CC BY
pmc_PMC10059822,pmc,10.3390/v15030655,2026-05-06,CC BY
pmc_PMC10059841,pmc,10.3390/s23063262,2026-05-06,CC BY
pmc_PMC10059898,pmc,10.3390/s23063266,2026-05-06,CC BY
pmc_PMC10059920,pmc,10.3390/s23063206,2026-05-06,CC BY
pmc_PMC10059926,pmc,10.3390/vaccines11030495,2026-05-06,CC BY
pmc_PMC10059946,pmc,10.3390/vaccines11030528,2026-05-06,CC BY
pmc_PMC10059963,pmc,10.3390/s23063291,2026-05-06,CC BY
pmc_PMC10059977,pmc,10.3390/vaccines11030608,2026-05-06,CC BY
pmc_PMC10059986,pmc,10.3390/vaccines11030685,2026-05-06,CC BY
pmc_PMC10060911,pmc,10.1186/s12883-023-03185-8,2026-05-06,CC BY
pmc_PMC10060928,pmc,10.1186/s12939-023-01848-z,2026-05-06,CC BY
pmc_PMC10060942,pmc,10.1186/s12912-023-01245-5,2026-05-06,CC BY
pmc_PMC10061295,pmc,10.1016/j.bja.2022.11.012,2026-05-06,CC BY
pmc_PMC10061357,pmc,10.1186/s12913-023-09296-9,2026-05-06,CC BY
pmc_PMC10061384,pmc,10.1186/s12889-023-15533-x,2026-05-06,CC BY
pmc_PMC10061389,pmc,10.1186/s12884-023-05505-9,2026-05-06,CC BY
pmc_PMC10061399,pmc,10.1186/s12877-023-03916-z,2026-05-06,CC BY
pmc_PMC10061688,pmc,10.1186/s12887-023-03960-z,2026-05-06,CC BY
